HAMPTON BOULEVARD & HANOVER AVENUE,2
HANSON AVENUE & GOFF STREET,2
GRACE STREET & YARMOUTH STREET,2
E PRINCESS ANNE ROAD & TIDEWATER DRIVE,2
1300 BLOCK OF KEMPSVILLE ROAD,2
MUNSON STREET & W 26TH STREET,2
SURREY CRESCENT & UPPER BRANDON PLACE,2
5600 BLOCK OF TIDEWATER DRIVE,2
6600 BLOCK OF AZALEA GARDEN ROAD,2
700 BLOCK OF MONTICELLO AVENUE,2
E PRINCESS ANNE ROAD & SALTER STREET,2
GOSNOLD AVENUE & W 26TH STREET,2
CAMPOSTELLA ROAD & E BRAMBLETON AVENUE,2
E MAIN STREET & PARK AVENUE,2
200 BLOCK OF GRACE STREET,2
9600 BLOCK OF 20TH BAY STREET,2
3RD BAY STREET & PRETTY LAKE AVENUE,2
500 BLOCK OF MOWBRAY ARCH,2
E LITTLE CREEK ROAD & TIDEWATER DRIVE,2
E VIRGINIA BEACH BOULEVARD & CHAPEL STREET,2
CROMWELL ROAD & TAIT TERRACE,2
200 BLOCK OF W OLNEY ROAD,2
15TH VIEW STREET & W OCEAN VIEW AVENUE,2
1510 CRANE AVENUE,2
16TH BAY STREET & PLEASANT AVENUE,2
11TH STREET & MONTICELLO AVENUE,2
LINDENWOOD AVENUE & TIDEWATER DRIVE,2
2000 BLOCK OF E OCEAN VIEW AVENUE,2
700 BLOCK OF BOTETOURT STREET,2
E 22ND STREET & MONTICELLO AVENUE,2
426 DELAWARE AVENUE,2
225 W OLNEY ROAD,2
300 BLOCK OF MOWBRAY ARCH,2
JOHNSTONS ROAD & NORTH GATE DRIVE,2
9634 SALEM STREET,2
13TH VIEW STREET & W OCEAN VIEW AVENUE,2
5371 WYNGATE DRIVE,2
1300 BLOCK OF SURREY CRESCENT,2
E OCEAN VIEW AVENUE & SHORE DRIVE,2
HAMPTON BOULEVARD & LEXAN AVENUE,2
9500 BLOCK OF 10TH BAY STREET,2
CAROLINA AVENUE & MAYFLOWER ROAD,2
1000 BLOCK OF MONTICELLO AVENUE,2
E VIRGINIA BEACH BOULEVARD & SAINT PAUL STREET,2
ROLFE AVENUE & WALNUT HILL STREET,2
1100 BLOCK OF GEORGETOWN ROAD,2
BESSIE STREET & JANET DRIVE,2
KEMPSVILLE ROAD & LOWERY ROAD,2
4000 BLOCK OF LLEWELLYN AVENUE,2
38TH STREET & LLEWELLYN AVENUE,2
1500 BLOCK OF E OCEAN VIEW AVENUE,2
MILL STREET & MOWBRAY ARCH,2
1000 MONTICELLO AVENUE,2
200 BLOCK OF E LITTLE CREEK ROAD,2
2205 MCKANN AVENUE,2
AZALEA GARDEN ROAD & E VIRGINIA BEACH BOULEVARD,2
5200 BLOCK OF HAMPTON BOULEVARD,2
TIDEWATER DRIVE & WILLOW WOOD DRIVE,2
COLONIAL AVENUE & MASSACHUSETTS AVENUE,2
GRACE STREET & MEMORIAL PLACE,2
CHESAPEAKE BOULEVARD & FISHERMANS ROAD,2
FAIRFAX AVENUE & MOWBRAY ARCH,2
900 BLOCK OF MADISON AVENUE,2
900 BAGNALL ROAD,2
E BRAMBLETON AVENUE & I-264W HIGHWAY,2
CHAPEL STREET & E BRAMBLETON AVENUE,2
5TH BAY STREET & E OCEAN VIEW AVENUE,2
SAINT PAULS BOULEVARD & UNION STREET,2
3200 BLOCK OF PRETTY LAKE AVENUE,2
AZALEA GARDEN ROAD & SHAFER STREET,1
2600 BLOCK OF COLLEY AVENUE,1
100 BLOCK OF MEMORIAL PLACE,1
6719 PALEM ROAD,1
ARGYLE AVENUE & NORTH SHORE ROAD,1
E VIRGINIA BEACH BOULEVARD & HANSON AVENUE,1
4TH BAY STREET & E OCEAN VIEW AVENUE,1
1405 RAMSEY ROAD,1
18TH STREET & GRANBY STREET,1
CALVIN AVENUE & HALPRIN DRIVE,1
4200 BLOCK OF LLEWELLYN AVENUE,1
4100 BLOCK OF E VIRGINIA BEACH BOULEVARD,1
5900 BLOCK OF POPLAR HALL DRIVE,1
BAGNALL ROAD & TIDEWATER DRIVE,1
HARBOUR STREET & W TAZEWELL STREET,1
1300 TEMPLAR BOULEVARD,1
MEMORIAL PLACE & MOWBRAY ARCH,1
BOUSH STREET & W BRAMBLETON AVENUE,1
SHORE DRIVE & PLEASANT AVENUE,1
1520 E OCEAN VIEW AVENUE,1
8TH BAY STREET & PLEASANT AVENUE,1
8651 STURGIS STREET,1
3100 BLOCK OF MARNE AVENUE,1
800 BLOCK OF MONTICELLO AVENUE,1
2733 AYLIFF ROAD,1
DEBREE AVENUE & W 29TH STREET,1
200 BLOCK OF KEMPSVILLE ROAD,1
E BRAMBLETON AVENUE & LANDING STREET,1
3800 PETERSON STREET,1
2500 BLOCK OF WOOLSEY STREET,1
MIDTOWN TUNNEL & W BRAMBLETON AVENUE,1
E OCEAN VIEW AVENUE & STURGIS STREET,1
9600 BLOCK OF 11TH VIEW STREET,1
1224 HANSON AVENUE,1
1300 BLOCK OF E BRAMBLETON AVENUE,1
1100 BLOCK OF HOLT STREET,1
BRACEY STREET & SUTTON STREET,1
2509 COTTAGE AVENUE,1
COLLEY AVENUE & W BRAMBLETON AVENUE,1
DEGRASSE AVENUE & LAFAYETTE BOULEVARD,1
5300 BLOCK OF GREENPLAIN ROAD,1
7300 BLOCK OF SHIRLAND AVENUE,1
9600 BLOCK OF 9TH BAY STREET,1
38TH STREET & POWHATAN AVENUE,1
4245 HEUTTE DRIVE,1
38TH STREET & CAROLINA AVENUE,1
1000 BLOCK OF 49TH STREET,1
7929 MERRITT STREET,1
CHESAPEAKE BOULEVARD & CROMWELL ROAD,1
E LITTLE CREEK ROAD & HALPRIN DRIVE,1
1000 BLOCK OF WARWICK AVENUE,1
I-264W HIGHWAY & E CITY HALL AVENUE,1
NEWPORT AVENUE & W 26TH STREET,1
MONTICELLO AVENUE & E FREEMASON STREET,1
800 BLOCK OF TIDEWATER DRIVE,1
2600 BLOCK OF GOSNOLD AVENUE,1
MARTONE ROAD & OLEO ROAD,1
446 PEACE HAVEN DRIVE,1
9500 BLOCK OF SHORE DRIVE,1
300 BLOCK OF WATERSIDE DRIVE,1
1700 BLOCK OF GRANBY STREET,1
300 TWILLEY STREET,1
1122 AZALEA GARDEN ROAD,1
4200 BLOCK OF GRANBY STREET,1
820 E 29TH STREET,1
1600 BLOCK OF MORRIS AVENUE,1
1346 CORNWALL PLACE,1
1100 BLOCK OF PARK AVENUE,1
HAMPTON BOULEVARD & BUCKINGHAM AVENUE,1
BEAUMONT STREET & MODOC AVENUE,1
8TH BAY STREET & E OCEAN VIEW AVENUE,1
894 E LITTLE CREEK ROAD,1
508 E INDIAN RIVER ROAD,1
1018 BERKLEY AVENUE EX,1
2400 BLOCK OF HEMLOCK STREET,1
NORVELLA AVENUE & SEWELLS POINT ROAD,1
2400 BLOCK OF SEWELLS POINT ROAD,1
1100 BLOCK OF MARSH STREET,1
9520 20TH BAY STREET,1
COMSTOCK STREET & WESTMINSTER AVENUE,1
2300 BLOCK OF KIMBALL TERRACE,1
HAMPTON BOULEVARD & BRUNSWICK AVENUE,1
BELLAMY AVENUE & FAUQUIER STREET,1
600 BLOCK OF MAYFLOWER ROAD,1
PACE ROAD & RIDGEFIELD DRIVE,1
6100 BLOCK OF CARROLL PLACE,1
INGLESIDE ROAD & DENVER AVENUE,1
GRANBY STREET & WEST BELVEDERE ROAD,1
BELLMORE AVENUE & E VIRGINIA BEACH BOULEVARD,1
5531 KILMER LANE,1
200 BLOCK OF LAVALETTE AVENUE,1
10TH VIEW STREET & W OCEAN VIEW AVENUE,1
W MAIN STREET & WATERSIDE DRIVE,1
I-264W HIGHWAY & BALLENTINE BOULEVARD,1
3412 HERBERT STREET,1
200 BELLAMY AVENUE,1
600 BLOCK OF W 23RD STREET,1
NORWAY PLACE & MAURY CRESCENT,1
198 BANK STREET,1
E BALVIEW AVENUE & VINING STREET,1
105 MIDTOWN TUNNEL,1
GOFF STREET & MALTBY AVENUE,1
3500 COLONIAL AVENUE,1
800 BLOCK OF E CITY HALL AVENUE,1
HAMPTON BOULEVARD & MANCHESTER AVENUE,1
CHESAPEAKE BOULEVARD & LAFAYETTE BOULEVARD,1
400 BLOCK OF FORT WORTH AVENUE,1
BERKLEY AVENUE EX & MARSH STREET,1
CAPEVIEW AVENUE & E BAYVIEW BOULEVARD,1
MAJESTIC AVENUE & MYRTLE AVENUE,1
9600 BLOCK OF 15TH BAY STREET,1
2460 RANKIN COURT,1
35TH STREET & HAMPTON BOULEVARD,1
BOTETOURT GARDENS & W PRINCESS ANNE ROAD,1
E PRINCESS ANNE ROAD & MERRIMAC AVENUE,1
327 TIDEWATER DRIVE,1
6100 SEDGEFIELD DRIVE,1
810 UNION STREET,1
1100 BLOCK OF E VIRGINIA BEACH BOULEVARD,1
500 BLOCK OF W LITTLE CREEK ROAD,1
4900 BLOCK OF HAMPTON BOULEVARD,1
E VIRGINIA BEACH BOULEVARD & MAY AVENUE,1
CHESAPEAKE BOULEVARD & MIDDLETON PLACE,1
PYTHIAN AVENUE & WINSTON STREET,1
500 BLOCK OF E INDIAN RIVER ROAD,1
GILES CIRCLE & NORVIEW AVENUE,1
800 BLOCK OF LITTLE BAY AVENUE,1
6600 BLOCK OF STONEY POINT SOUTH,1
7400 BLOCK OF TIDEWATER DRIVE,1
1400 BLOCK OF GODFREY AVENUE,1
5906 MCGINNIS CIRCLE,1
6TH VIEW STREET & W OCEAN VIEW AVENUE,1
500 BLOCK OF MAYFLOWER ROAD,1
1600 BLOCK OF MADISON AVENUE,1
7500 BLOCK OF TIDEWATER DRIVE,1
MONTICELLO AVENUE & E 23RD STREET,1
CHURCH STREET & E PRINCESS ANNE ROAD,1
WESTCLIFF DRIVE & DOVERCOURT ROAD,1
916 LITTLE BAY AVENUE,1
800 BLOCK OF E OCEAN VIEW AVENUE,1
5812 MONROE PLACE,1
1630 MADISON AVENUE,1
2125 KIMBALL TERRACE,1
537 FISHERMANS ROAD,1
DIVEN STREET & TERMINAL BOULEVARD,1
KINGSTON AVENUE & STURGIS STREET,1
MAYFLOWER ROAD & W 42ND STREET,1
7000 BLOCK OF HUNTERS COURT,1
152 DUPRE AVENUE,1
1600 BLOCK OF BANNING ROAD,1
800 BLOCK OF DUKE STREET,1
CALLA AVENUE & STURGIS ROAD,1
555 E LIBERTY STREET,1
MORTON AVENUE & W 25TH STREET,1
3148 AZALEA GARDEN ROAD,1
CHELSEA AVENUE & MAPLE AVENUE,1
18TH BAY STREET & PRETTY LAKE AVENUE,1
9600 BLOCK OF 11TH BAY STREET,1
JANAF PLACE & LOWERY ROAD,1
W BAYVIEW BOULEVARD & EXECUTIVE DRIVE,1
MAYFLOWER ROAD & W 41ST STREET,1
MONROE PLACE & JAMESTOWN CRESCENT,1
1500 BLOCK OF LEA VIEW AVENUE,1
9600 BLOCK OF 17TH BAY STREET,1
E BAYVIEW BOULEVARD & STURGIS STREET,1
700 BLOCK OF STOCKLEY GARDENS,1
5528 BAYBERRY DRIVE,1
E FREEMASON STREET & GRANBY STREET,1
COLLEY AVENUE & W 22ND STREET,1
BOTETOURT STREET & W BRAMBLETON AVENUE,1
2100 COLLEY AVENUE,1
8511 CARLTON STREET,1
9600 BLOCK OF 4TH BAY STREET,1
12TH VIEW STREET & W OCEAN VIEW AVENUE,1
700 BLOCK OF BALLENTINE BOULEVARD,1
3436 WESTMINSTER AVENUE,1
LLEWELLYN AVENUE & W PRINCESS ANNE ROAD,1
8201 CARLTON STREET,1
800 BLOCK OF NORVIEW AVENUE,1
2500 BLOCK OF BALLENTINE BOULEVARD,1
8100 SHORE DRIVE,1
9600 BLOCK OF 10TH BAY STREET,1
2538 WEST AZALEA POINT ROAD,1
E 9TH STREET & MONTICELLO AVENUE,1
9600 BLOCK OF 5TH BAY STREET,1
FAUQUIER STREET & WHITEHEAD AVENUE,1
BIRCH STREET & ROBIN HOOD ROAD,1
E CHARLOTTE STREET & RUFFNER STREET,1
100 BLOCK OF E CHARLOTTE STREET,1
1800 BLOCK OF E LITTLE CREEK ROAD,1
6937 GARDNER DRIVE,1
8100 BLOCK OF TIDEWATER DRIVE,1
MAGNOLIA AVENUE & ROLFE AVENUE,1
2200 BLOCK OF E OCEAN VIEW AVENUE,1
900 BLOCK OF TIDEWATER DRIVE,1
300 BLOCK OF W BRAMBLETON AVENUE,1
CONNECTICUT AVENUE & LLEWELLYN AVENUE,1
150 PARK AVENUE,1
9600 BLOCK OF 8TH BAY STREET,1
5600 BLOCK OF RABY ROAD,1
2900 BLOCK OF SOUTH CAPE HENRY AVENUE,1
COLLEY AVENUE & W 27TH STREET,1
MAJESTIC AVENUE & E VIRGINIA BEACH BOULEVARD,1
E BERKLEY AVENUE & FAUQUIER STREET,1
1200 BLOCK OF JOHNSTONS ROAD,1
1600 BLOCK OF MELON STREET,1
131 WEST BELVEDERE ROAD,1
700 BLOCK OF YARMOUTH STREET,1
5800 BLOCK OF HAMPTON BOULEVARD,1
LAFAYETTE BOULEVARD & ORLEANS CIRCLE,1
4900 BLOCK OF POWHATAN AVENUE,1
8921 HAMMETT AVENUE,1
FORREST AVENUE & EVERGREEN AVENUE,1
N MILITARY HIGHWAY & NORVIEW AVENUE,1
TIDEWATER DRIVE & BAPAUME AVENUE,1
9500 BLOCK OF 13TH BAY STREET,1
1300 BLOCK OF BOTETOURT GARDENS,1
1200 BLOCK OF LAFAYETTE BOULEVARD,1
ARGONNE AVENUE & KITCHENER AVENUE,1
W LITTLE CREEK ROAD & RUTHVEN ROAD,1
6961 RIDDICK STREET,1
MAYFLOWER ROAD & VIRGINIA AVENUE,1
1200 BLOCK OF MERRIMAC AVENUE,1
600 BLOCK OF W OCEAN VIEW AVENUE,1
COLONIAL AVENUE & REDGATE AVENUE,1
1200 BLOCK OF MONTICELLO AVENUE,1
3900 BLOCK OF PLEASANT AVENUE,1
400 BEECHWOOD AVENUE,1
GARDNER DRIVE & SPRINGMEADOW BOULEVARD,1
B AVENUE & SUTTON STREET,1
400 BLOCK OF W OCEAN VIEW AVENUE,1
9600 BLOCK OF 18TH BAY STREET,1
1ST BAY STREET & E OCEAN VIEW AVENUE,1
7246 GRANBY STREET,1
2300 BLOCK OF CROMWELL ROAD,1
7371 KIRBY CRESCENT,1
2700 BLOCK OF HAMPTON BOULEVARD,1
6437 AZALEA GARDEN ROAD,1
9700 BLOCK OF 15TH VIEW STREET,1
1400 BLOCK OF LITTLE BAY AVENUE,1
N MILITARY HIGHWAY & ROBIN HOOD ROAD,1
1287 W OCEAN VIEW AVENUE,1
CHESAPEAKE BOULEVARD & ROBIN HOOD ROAD,1
1600 BLOCK OF E BRAMBLETON AVENUE,1
600 BLOCK OF BOTETOURT GARDENS,1
8081 HAMPTON BOULEVARD,1
9600 BLOCK OF TIDEWATER DRIVE,1
9500 BLOCK OF 7TH BAY STREET,1
1100 BLOCK OF MONTICELLO AVENUE,1
SCOTT STREET & TRANT AVENUE,1
700 BLOCK OF W BRAMBLETON AVENUE,1
4100 BLOCK OF MAYFLOWER ROAD,1
1503 LEA VIEW AVENUE,1
MONTICELLO AVENUE & E CITY HALL AVENUE,1
8530 DEVON STREET,1
3418 HUMBOLDT STREET,1
100 BLOCK OF E FREEMASON STREET,1
8TH VIEW STREET & W OCEAN VIEW AVENUE,1
FISHERMANS ROAD & QUINCY STREET,1
3500 BLOCK OF COLONIAL AVENUE,1
200 BLOCK OF HARVARD STREET,1
1000 BERKLEY AVENUE EX,1
9600 BLOCK OF 7TH BAY STREET,1
CORPREW AVENUE & PARK AVENUE,1
STOCKLEY GARDENS & REDGATE AVENUE,1
MONTICELLO AVENUE & E 25TH STREET,1
CHAPEL STREET & E CHARLOTTE STREET,1
301 TIDEWATER DRIVE,1
GRANBY STREET & W PRINCESS ANNE ROAD,1
615 W LITTLE CREEK ROAD,1
E VIRGINIA BEACH BOULEVARD & DUBOSE DRIVE,1
LIGON STREET & W BERKLEY AVENUE,1
300 BLOCK OF SAN ANTONIO BOULEVARD,1
7720 NEWPORT AVENUE,1
COLLEGE PLACE & YARMOUTH STREET,1
CROMWELL DRIVE & WILLOW WOOD DRIVE,1
8017 GLADE ROAD,1
1156 LAND STREET,1
300 BLOCK OF E CITY HALL AVENUE,1
1060 CHARLNEY AVENUE,1
9400 BLOCK OF WELLS PARKWAY,1
6129 EDISON AVENUE,1
3800 BLOCK OF E PRINCESS ANNE ROAD,1
1600 BLOCK OF TARRALL AVENUE,1
9600 BLOCK OF 19TH BAY STREET,1
3755 E VIRGINIA BEACH BOULEVARD,1
100 BLOCK OF W OLNEY ROAD,1
300 BLOCK OF CAMPOSTELLA ROAD,1
900 BLOCK OF E CHARLOTTE STREET,1
600 E OCEAN VIEW AVENUE,1
600 BLOCK OF W LITTLE CREEK ROAD,1
8109 MONA AVENUE,1
MASON CREEK ROAD & W OCEAN VIEW AVENUE,1
COLONIAL AVENUE & MAYFLOWER ROAD,1
6700 AZALEA GARDEN ROAD,1
STONEY POINT SOUTH & N NEWTOWN ROAD,1
TABB STREET & TIDEWATER DRIVE,1
1300 BLOCK OF UPPER BRANDON PLACE,1
9600 BLOCK OF RALLSTON STREET,1
1600 BLOCK OF NORVIEW AVENUE,1
4740 LITTLE JOHN DRIVE,1
800 BLOCK OF ALMA DRIVE,1
EDWARD STREET & NORVIEW AVENUE,1
COLONIAL AVENUE & GRAYDON AVENUE,1
SAINT JULIAN AVENUE & TIDEWATER DRIVE,1
GRANBY STREET & KINGSLEY LANE,1
E BAYVIEW BOULEVARD & WILLOW TERRACE,1
BLOW STREET & REDGATE AVENUE,1
W OLNEY ROAD & VOSS STREET,1
LAFAYETTE BOULEVARD & VERDUN AVENUE,1
GRANBY STREET & W LITTLE CREEK ROAD,1
POPLAR HALL DRIVE & RING ROAD,1
E 27TH STREET & CHURCH STREET,1
AZALEA GARDEN ROAD & NORVIEW AVENUE,1
1500 BLOCK OF CATALPA STREET,1
9000 HAMPTON BOULEVARD,1
7948 ARDMORE ROAD,1
1000 BLOCK OF CAMBRIDGE CRESCENT,1
E 28TH STREET & GAZEL STREET,1
HAMPTON BOULEVARD & PORTER STREET,1
1400 BLOCK OF MONTICELLO AVENUE,1
MAYFLOWER ROAD & NEWPORT AVENUE,1
1700 BLOCK OF BANNING ROAD,1
500 BLOCK OF TIDEWATER DRIVE,1
ORLEANS STREET & LAFAYETTE AVENUE,1
GRANBY STREET & SHIRLEY AVENUE,1
3800 BLOCK OF HAMPTON BOULEVARD,1
6100 BLOCK OF SEWELLS POINT ROAD,1
POWHATAN AVENUE & W 40TH STREET,1
LAFAYETTE BOULEVARD & LENS AVENUE,1
9600 BLOCK OF BEACH VIEW STREET,1
GUY AVENUE & TIDEWATER DRIVE,1
HERBERT STREET & ELMHURST AVENUE,1
KINGSTON AVENUE & MORWIN STREET,1
6513 CLEMSON AVENUE,1
700 BLOCK OF MOWBRAY ARCH,1
7012 HUNTERS COURT,1
NEWPORT CRESCENT & SOUTH RIVER ROAD,1
7TH BAY STREET & PLEASANT AVENUE,1
5200 BLOCK OF NORVELLA AVENUE,1
5900 BLOCK OF HAMPTON BOULEVARD,1
1200 BLOCK OF STRAND STREET,1
JOHNSTONS ROAD & RED BROOK ROAD,1
RABY ROAD & E VIRGINIA BEACH BOULEVARD,1
5765 LESLIE AVENUE,1
6200 BLOCK OF GENEVA WAY,1
9500 BLOCK OF 20TH BAY STREET,1
9640 SALEM STREET,1
E PRINCESS ANNE ROAD & GRANBY STREET,1
3530 BAPAUME AVENUE,1
9600 BLOCK OF 13TH BAY STREET,1
800 BLOCK OF E BRAMBLETON AVENUE,1
38TH STREET & GRANBY STREET,1
BLOW STREET & W PRINCESS ANNE ROAD,1
1017 LITTLE BAY AVENUE,1
200 BLOCK OF BROOKE AVENUE,1
3RD BAY STREET & E OCEAN VIEW AVENUE,1
601 PEMBROKE AVENUE,1
2756 MARTONE ROAD,1
E VIRGINIA BEACH BOULEVARD & N NEWTOWN ROAD,1
ALDER STREET & DENVER AVENUE,1
265 W TAZEWELL STREET,1
6500 BLOCK OF HAMPTON BOULEVARD,1
3661 E VIRGINIA BEACH BOULEVARD,1
5512 JANET DRIVE,1
2800 BLOCK OF DUNKIRK AVENUE,1
AMBLER AVENUE & AZALEA GARDEN ROAD,1
100 BLOCK OF W VIRGINIA BEACH BOULEVARD,1
MAYFLOWER ROAD & NEW JERSEY AVENUE,1
CAMPOSTELLA ROAD & KIMBALL TERRACE,1
700 BLOCK OF LIGON STREET,1
GLEN MYRTLE AVENUE & BEECHWOOD AVENUE,1
1000 BLOCK OF W BRAMBLETON AVENUE,1
OXFORD STREET & NEWPORT AVENUE,1
38TH STREET & PARKER AVENUE,1
6200 BLOCK OF SEWELLS POINT ROAD,1
600 BLOCK OF W BRAMBLETON AVENUE,1
7200 BLOCK OF HAMPTON BOULEVARD,1
HAMPTON BOULEVARD & NORTH SHORE ROAD,1
400 BLOCK OF SAN ANTONIO BOULEVARD,1
731 MICHIGAN AVENUE,1
4601 MAYFLOWER ROAD,1
BEACH VIEW STREET & LONDON STREET,1
9000 BLOCK OF HAMPTON BOULEVARD,1
COLLEY AVENUE & REDGATE AVENUE,1
1402 LOIS LANE,1
2023 MEADOW LAKE COURT,1
300 BLOCK OF W OLNEY ROAD,1
DELAWARE AVENUE & GRANBY STREET,1
DUKE STREET & W VIRGINIA BEACH BOULEVARD,1
TIDEWATER DRIVE & RUFFNER STREET,1
7445 HAMPTON BOULEVARD,1
BOUSH CREEK AVENUE & GLENDALE AVENUE,1
LLEWELLYN AVENUE & W 25TH STREET,1
4TH VIEW STREET & STATEN STREET,1
W FREEMASON STREET & GRANBY STREET,1
8000 WESTCLIFF DRIVE,1
NORTHAMPTON BOULEVARD & USAA DRIVE,1
4852 ELMHURST AVENUE,1
8100 BLOCK OF GLEN MYRTLE AVENUE,1
200 BLOCK OF SHIRLEY AVENUE,1
DOMINION AVENUE & MONA AVENUE,1
9600 BLOCK OF SALEM STREET,1
9600 BLOCK OF 10TH VIEW STREET,1
E VIRGINIA BEACH BOULEVARD & CHURCH STREET,1
HAMPTON BOULEVARD & WOODVIEW AVENUE,1
HAMPTON BOULEVARD & WESTMORELAND AVENUE,1
920 N MILITARY HIGHWAY,1
6400 BLOCK OF HAMPTON BOULEVARD,1
2600 BLOCK OF VILLA CIRCLE,1
1200 BLOCK OF SUSSEX PLACE,1
1320 SUSSEX PLACE,1
6200 BLOCK OF EDWARD STREET,1
E 19TH STREET & MONTICELLO AVENUE,1
CROMWELL ROAD & LAFAYETTE BOULEVARD,1
5TH VIEW STREET & W OCEAN VIEW AVENUE,1
700 BLOCK OF EUWANEE PLACE,1
719 DUNE STREET,1
STOCKLEY GARDENS & W OLNEY ROAD,1
1100 BLOCK OF MARINER STREET,1
